date,ym,fiji_rnz_body_count,fiji_rnz_epu_count,fiji_rnz_ratio,fiji_sun_body_count,fiji_sun_epu_count,fiji_sun_ratio,fiji_abc_au_body_count,fiji_abc_au_epu_count,fiji_abc_au_ratio,news_total,fiji_rnz_weights,fiji_sun_weights,fiji_abc_au_weights,fiji_rnz_z_score,fiji_sun_z_score,fiji_abc_au_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted,epu_job
2024-06-01,2024-6,22,0.0,0.0,159.0,1.0,0.006289308176100629,6.0,1.0,0.16666666666666666,187.0,0.11764705882352941,0.8502673796791443,0.03208556149732621,0.0,1.7053125167077545,1.2577134342194722,0.9876753169757423,1.4903260468548116,441.36578123299955,350.85606429338173,441.36578123299955
2024-07-01,2024-7,34,0.0,0.0,126.0,2.0,0.015873015873015872,7.0,0.0,0.0,167.0,0.20359281437125748,0.7544910179640718,0.041916167664670656,0.0,4.303883970738618,0.0,1.434627990246206,3.2472417982818316,961.6831271088535,509.6289455973823,961.6831271088535
2024-08-01,2024-8,19,0.0,0.0,141.0,1.0,0.0070921985815602835,13.0,0.0,0.0,173.0,0.10982658959537572,0.815028901734104,0.07514450867052024,0.0,1.9230119869257656,0.0,0.6410039956419219,1.5673103477256238,464.16497753519803,227.70655016053254,464.16497753519803
2024-09-01,2024-9,32,0.0,0.0,182.0,0.0,0.0,9.0,0.0,0.0,223.0,0.14349775784753363,0.8161434977578476,0.04035874439461883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-01,2024-10,37,0.0,0.0,170.0,1.0,0.0058823529411764705,3.0,0.0,0.0,210.0,0.1761904761904762,0.8095238095238095,0.014285714285714285,0.0,1.5949687656266645,0.0,0.5316562552088882,1.2911651912215856,382.3835291123299,188.8624916037358,382.3835291123299
2024-11-01,2024-11,31,0.0,0.0,171.0,1.0,0.005847953216374269,4.0,0.0,0.0,206.0,0.15048543689320387,0.8300970873786407,0.019417475728155338,0.0,1.5856414629037014,0.0,0.5285471543012338,1.3162363599831697,389.8084520077149,187.75803258850925,389.8084520077149
2024-12-01,2024-12,25,0.0,0.0,191.0,0.0,0.0,7.0,1.0,0.14285714285714285,223.0,0.11210762331838565,0.8565022421524664,0.03139013452914798,0.0,0.0,1.0780400864738333,0.3593466954912778,0.03383982334222795,10.02179361875179,127.65224070087659,10.02179361875179
2025-01-01,2025-1,19,1.0,0.05263157894736842,168.0,0.0,0.0,6.0,0.0,0.0,193.0,0.09844559585492228,0.8704663212435233,0.031088082901554404,8.201470879284429,0.0,0.0,2.733823626428143,0.807398687597949,239.1142215290584,971.1476854335485,239.1142215290584
2025-02-01,2025-2,40,0.0,0.0,135.0,0.0,0.0,8.0,0.0,0.0,183.0,0.2185792349726776,0.7377049180327869,0.04371584699453552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-01,2025-3,36,0.0,0.0,154.0,1.0,0.006493506493506494,3.0,1.0,0.3333333333333333,193.0,0.18652849740932642,0.7979274611398963,0.015544041450777202,0.0,1.760679806211253,2.5154268684389445,1.4253688915500657,1.4439946671598434,427.6445652361187,506.33979695551994,427.6445652361187
2025-04-01,2025-4,22,0.0,0.0,163.0,1.0,0.006134969325153374,3.0,0.0,0.0,188.0,0.11702127659574468,0.8670212765957447,0.015957446808510637,0.0,1.6634643567885459,0.0,0.5544881189295153,1.4422589901943244,427.1305378382408,196.97315075236253,427.1305378382408
2025-05-01,2025-5,30,0.0,0.0,165.0,2.0,0.012121212121212121,4.0,0.0,0.0,199.0,0.1507537688442211,0.8291457286432161,0.020100502512562814,0.0,3.2866023049276722,0.0,1.0955341016425575,2.725072262879728,807.0406142069273,389.1711948198193,807.0406142069273
2025-06-01,2025-6,23,0.0,0.0,156.0,1.0,0.00641025641025641,4.0,0.0,0.0,183.0,0.12568306010928962,0.8524590163934426,0.02185792349726776,0.0,1.7381069881829034,0.0,0.5793689960609678,1.4816649735329668,438.8007711125096,205.81168956817362,438.8007711125096
2025-07-01,2025-7,41,0.0,0.0,143.0,0.0,0.0,6.0,0.0,0.0,190.0,0.21578947368421053,0.7526315789473684,0.031578947368421054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-01,2025-8,27,0.0,0.0,131.0,0.0,0.0,4.0,0.0,0.0,162.0,0.16666666666666666,0.808641975308642,0.024691358024691357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-01,2025-9,13,0.0,0.0,144.0,1.0,0.006944444444444444,5.0,0.0,0.0,162.0,0.08024691358024691,0.8888888888888888,0.030864197530864196,0.0,1.8829492371981453,0.0,0.6276497457327151,1.6737326552872402,495.6823525530201,222.96266369885475,495.6823525530201
